Город;Адрес;Телефон;График работы;Время прибытия отправления;Прием отправления для отправки в тот же день
Харьков;Отделение №13: пгт. Дергачи, ул. Привокзальная, 4;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 13:00, Вс: Выходной
Харьков;Отделение №14: просп. Московский, 199б (ТЦ СанСити, 2);(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: 10:00-17:00;Пн: 15:00, Вт: 15:00, Ср: 15:00, Чт: 15:00, Пт: 15:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №15 (до 30 кг на одне место): ул. Петра Свинаренка, 20;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 15:00, Вт: 15:00, Ср: 15:00, Чт: 15:00, Пт: 15:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 13:00, Вс: Выходной
Харьков;"Отделение № 16: пгт. Песочин, пл. Ю.Кононенко, 1 а (Атобазар ""Лоск"", восточная строна)";(057) 771-43-35;Пн: -, Вт: 08:00-16:00, Ср: 08:00-16:00, Чт: 08:00-16:00, Пт: 08:00-16:00, Сб: 09:00-16:00, Вс: 09:00-14:00;Пн: -, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 14:00, Вс: Выходной;Пн: -, Вт: До 15:00, Ср: До 15:00, Чт: До 15:00, Пт: До 15:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение № 17 (до 30 кг): ул. 23 августа, 59;(057) 771-43-35;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 15:00, Вт: 15:00, Ср: 15:00, Чт: 15:00, Пт: 15:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение № 18: просп. Гагарина, 127а;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 15:00, Вт: 15:00, Ср: 15:00, Чт: 15:00, Пт: 15:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №19: ул. Морозова, 18;(057) 771 43 35;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 15:00, Вт: 15:00, Ср: 15:00, Чт: 15:00, Пт: 15:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение № 20 (до 30 кг): ул. Новгородская, 4;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 15:00, Вт: 15:00, Ср: 15:00, Чт: 15:00, Пт: 15:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение № 21 (до 30 кг): ул. Академика Проскуры, 1;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 14:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №22 (до 30 кг): ул. Чернишевская, 1;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: 09:00-17:00;Пн: 14:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №23 (до 30 кг): ул. Академика Павлова, 134/16;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 16:00, Вт: 16:00, Ср: 16:00, Чт: 16:00, Пт: 16:00, Сб: 14:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №24 (до 30 кг): ул. Полтавский Шлях, 154;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 14:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 14:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение № 25: просп. Тракторостроителей, 57а;057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 12:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №26 (до 30 кг на одно место): ТЦ «Барабашова», Афганская площадка, место 21-П1-55, 56;(057) 727-63-27;Пн: 15:00-21:00, Вт: 08:00-17:00, Ср: 08:00-17:00, Чт: 08:00-17:00, Пт: 08:00-17:00, Сб: 08:00-15:00, Вс: 09:00-15:00;Пн: 15:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №27 ул. Шевченко, 317;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №28 (до 30 кг): ул. Культуры, 23;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 14:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №29 (до 30 кг): ул. Командарма Корка, 4;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №30 (до 30 кг на одно место): просп. Московский, 232а;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;"Отделение №31(до 30кг на 1место): ТЦ ""Барабашова"", Пл. ""Вьетнам"", мест С-008-21-0782, -0783, -0784";(057) 727-63-27;Пн: 17:00-22:00, Вт: 08:00-17:00, Ср: 08:00-17:00, Чт: 08:00-17:00, Пт: 08:00-17:00, Сб: 09:00-15:00, Вс: 09:00-15:00;Пн: 17:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 14:00, Вс: Выходной;Пн: До 16:00, Вт: До 16:00, Ср: До 16:00, Чт: До 16:00, Пт: До 16:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №32 (до 30 кг на одно место): ул. Красношкольная Набережная, 26;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 14:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №33 (до 30 кг на одно место): ул. Сумская, 124;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 14:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №34 (до 30 кг на одно место): ул.  Энгельса, 14;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №35 (до 30 кг на одно место): ул. Героев труда, 14 (ТЦ Джокер 2 єтаж) ;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 15:00, Вт: 15:00, Ср: 15:00, Чт: 15:00, Пт: 15:00, Сб: 14:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №36 (до 30 кг на одно место): ул. Октябрьской революции, 92;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №37 (до 30 кг на одно место): ул. Клочковская, 244;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 14:00, Вт: 14:00, Ср: 14:00, Чт: 14:00, Пт: 14:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №38 (до 30 кг на одно место): просп. Косиора, 184;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 12:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №39 (до 30 кг на одно место): просп. Гагарина, 48;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 12:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
Харьков;Отделение №40: ул. Тарасовская, 3;(057) 727-63-27;Пн: 08:00-20:00, Вт: 08:00-20:00, Ср: 08:00-20:00, Чт: 08:00-20:00, Пт: 08:00-20:00, Сб: 09:00-17:00, Вс: Выходной;Пн: 13:00, Вт: 13:00, Ср: 13:00, Чт: 13:00, Пт: 13:00, Сб: 13:00, Вс: Выходной;Пн: До 17:00, Вт: До 17:00, Ср: До 17:00, Чт: До 17:00, Пт: До 17:00, Сб: До 14:00, Вс: Выходной
